ID Transacao,Item,Quantidade,Preco Unitario,Gasto Total,Metodo Pagamento,Localidade,Data Transacao
TXN_9875865,Cookie,3,1.0,,Carteira Digital,ERRO,2023-10-23
TXN_6244602,Bolo,5,3.0,15.0,Carteira Digital,,2023-05-06
TXN_5093855,,4,ERRO,6.0,Dinheiro,Entrega,2023-11-23
TXN_5588102,ERRO,4,1.0,4.0,Cartao de Credito,Loja,2023-01-14
TXN_7762815,Smoothie,5,4.0,20.0,Cartao de Credito,,2023-07-26
TXN_8421481,Cafe,4,2.0,8.0,Carteira Digital,Entrega,2023-07-27
TXN_3717307,Cookie,,1.0,1.0,Cartao de Credito,Loja,2023-07-02
TXN_6201227,Salada,2,5.0,10.0,Dinheiro,Entrega,2023-01-15
TXN_9052231,Sanduiche,1,4.0,4.0,Cartao de Credito,Loja,2023-08-20
TXN_8228865,Suco,3,3.0,9.0,Carteira Digital,Loja,2023-09-19
TXN_5875188,Salada,3,5.0,15.0,Carteira Digital,Loja,2023-07-09
TXN_7997704,Sanduiche,2,4.0,,Carteira Digital,,2023-04-28
TXN_4409875,Bolo,3,3.0,9.0,Carteira Digital,,2023-09-08
TXN_4015427,Cookie,5,1.0,5.0,Cartao de Credito,,2023-08-05
TXN_3358787,Bolo,1,3.0,3.0,Carteira Digital,,2023-06-10
TXN_8557847,,4,4.0,16.0,,Entrega,2023-09-02
TXN_1307239,Cafe,1,2.0,2.0,Carteira Digital,Entrega,2023-10-26
TXN_5138519,Bolo,5,3.0,15.0,Dinheiro,Loja,2023-05-22
TXN_8763436,Suco,4,3.0,12.0,Dinheiro,,2023-04-11
TXN_3067609,Nao Sabemos,4,5.0,,Dinheiro,,2023-12-25
TXN_2450896,Smoothie,1,4.0,4.0,Carteira Digital,Entrega,
TXN_4052950,Salada,2,5.0,10.0,Cartao de Credito,Nao Sabemos,2023-03-13
TXN_2207332,Cafe,1,2.0,2.0,Cartao de Credito,,2023-01-12
TXN_6633385,ERRO,2,3.0,6.0,Cartao de Credito,Entrega,2023-02-12
TXN_8302551,Bolo,4,3.0,12.0,,,
TXN_6710660,Salada,2,5.0,10.0,Dinheiro,Loja,2023-02-08
TXN_9523369,Cafe,3,2.0,6.0,Carteira Digital,Entrega,2023-08-25
TXN_3548756,Suco,3,3.0,9.0,Carteira Digital,,2023-02-24
TXN_9332035,Cookie,2,1.0,2.0,Carteira Digital,,2023-11-02
TXN_7539774,Salada,1,ERRO,5.0,,Loja,2023-02-12
TXN_7846513,Sanduiche,3,4.0,12.0,Cartao de Credito,,2023-10-19
TXN_6188931,Bolo,5,3.0,15.0,Carteira Digital,Loja,2023-01-28
TXN_6707466,Salada,,5.0,10.0,Cartao de Credito,,2023-04-02
TXN_4076392,Cafe,3,2.0,6.0,,Loja,2023-12-24
TXN_2365394,Bolo,2,3.0,6.0,Carteira Digital,Loja,2023-04-06
TXN_7089466,Cookie,4,1.0,4.0,,,2023-12-26
TXN_2898188,Salada,4,5.0,20.0,Carteira Digital,Entrega,2023-04-26
TXN_1632205,Cookie,4,1.0,4.0,ERRO,Loja,2023-02-04
TXN_3741197,Bolo,4,3.0,12.0,Cartao de Credito,,2023-10-13
TXN_5300938,Cha,5,1.5,7.5,Dinheiro,Entrega,2023-10-30
TXN_3547013,Cha,3,1.5,4.5,,Nao Sabemos,2023-04-26
TXN_7705748,Suco,3,3.0,9.0,Carteira Digital,,2023-07-14
TXN_7469391,Cafe,5,2.0,10.0,Dinheiro,Loja,Nao Sabemos
TXN_8073173,Cha,5,1.5,7.5,Dinheiro,,2023-07-05
TXN_1489746,Cookie,3,1.0,3.0,Carteira Digital,Loja,2023-12-18
TXN_2864951,Cha,5,1.5,7.5,Cartao de Credito,Entrega,2023-10-09
TXN_6817889,Cha,1,1.5,1.5,,,2023-10-04
TXN_7809825,Nao Sabemos,2,4.0,8.0,Cartao de Credito,,2023-08-26
TXN_7402573,Sanduiche,4,4.0,Nao Sabemos,,Entrega,2023-02-13
TXN_4762520,Smoothie,1,4.0,4.0,Dinheiro,Entrega,2023-07-17
TXN_6869880,Suco,4,3.0,12.0,Carteira Digital,Entrega,2023-08-05
TXN_3054405,Suco,3,3.0,9.0,Dinheiro,Loja,2023-11-19
TXN_2085992,Bolo,1,3.0,3.0,,Entrega,2023-05-15
TXN_1443201,Cookie,5,1.0,5.0,Cartao de Credito,Loja,2023-10-03
TXN_9157460,Bolo,4,3.0,12.0,Carteira Digital,Entrega,2023-01-23
TXN_2299364,Salada,1,5.0,5.0,Dinheiro,Loja,2023-10-26
TXN_9948645,Salada,1,5.0,5.0,Cartao de Credito,,2023-08-29
TXN_8244640,Cookie,1,1.0,1.0,ERRO,Entrega,2023-09-24
TXN_9507568,Smoothie,4,4.0,16.0,Cartao de Credito,,2023-10-12
TXN_7952916,Cafe,4,2.0,8.0,,,2023-12-10
TXN_1058927,Sanduiche,4,4.0,16.0,Dinheiro,,2023-07-08
TXN_2165365,Cafe,5,,10.0,Carteira Digital,Entrega,2023-06-08
TXN_4497327,Cookie,2,1.0,2.0,Cartao de Credito,Nao Sabemos,2023-11-08
TXN_3677890,Sanduiche,Nao Sabemos,4.0,12.0,Cartao de Credito,Loja,2023-02-28
TXN_6029333,Bolo,1,3.0,3.0,,,2023-06-10
TXN_9300970,Bolo,2,3.0,6.0,Cartao de Credito,Entrega,2023-03-06
TXN_3931747,,4,1.0,4.0,,Entrega,2023-01-14
TXN_5747642,Salada,2,5.0,10.0,Dinheiro,Entrega,2023-07-26
TXN_1505875,Smoothie,4,4.0,16.0,Dinheiro,Entrega,2023-05-17
TXN_5417192,Cookie,4,1.0,4.0,Dinheiro,Loja,2023-06-23
TXN_1522140,Cookie,4,1.0,4.0,Dinheiro,,2023-05-28
TXN_5357157,Suco,4,3.0,12.0,Cartao de Credito,Loja,2023-05-21
TXN_2000400,Cha,5,1.5,7.5,Carteira Digital,Entrega,2023-09-29
TXN_5612022,Cookie,5,1.0,5.0,Carteira Digital,ERRO,2023-09-27
TXN_3105489,Bolo,3,3.0,9.0,Carteira Digital,Loja,2023-03-14
TXN_4509329,Cha,1,1.5,1.5,,Entrega,2023-10-22
TXN_1724815,Nao Sabemos,,4.0,12.0,,Loja,2023-08-16
TXN_2096922,Cafe,3,2.0,6.0,Carteira Digital,Entrega,2023-12-11
TXN_2563679,Salada,3,5.0,15.0,Carteira Digital,,2023-04-09
TXN_2930503,Suco,3,3.0,9.0,,Loja,2023-06-18
TXN_9265178,Sanduiche,4,4.0,16.0,Dinheiro,Entrega,2023-03-18
TXN_7126770,Bolo,4,3.0,12.0,Cartao de Credito,Entrega,2023-11-09
TXN_6348409,Salada,3,5.0,15.0,Cartao de Credito,Entrega,2023-07-26
TXN_3776109,Nao Sabemos,1,5.0,5.0,,,2023-05-20
TXN_2538739,Salada,2,5.0,10.0,,Loja,2023-07-29
TXN_4159135,Cafe,3,2.0,6.0,,Entrega,2023-02-09
TXN_1454866,Sanduiche,1,Nao Sabemos,4.0,Carteira Digital,Entrega,2023-12-13
TXN_4654061,Sanduiche,2,4.0,8.0,Cartao de Credito,,2023-05-04
TXN_8160791,Bolo,5,3.0,15.0,Carteira Digital,Loja,2023-10-24
TXN_1647069,Sanduiche,1,4.0,4.0,Cartao de Credito,Entrega,2023-04-06
TXN_8499005,ERRO,5,2.0,10.0,,,2023-10-26
TXN_1512185,Cafe,4,2.0,8.0,Dinheiro,Entrega,2023-06-16
TXN_8632653,Suco,2,3.0,6.0,ERRO,Loja,2023-12-24
TXN_8744240,,4,4.0,16.0,Dinheiro,,2023-06-19
TXN_4190750,Suco,5,3.0,15.0,,Entrega,2023-04-02
TXN_9470260,Cafe,5,2.0,10.0,,Loja,2023-10-07
TXN_6257213,Suco,5,3.0,15.0,Dinheiro,,2023-12-12
TXN_1004563,Cha,5,1.5,7.5,Cartao de Credito,Loja,2023-10-28
TXN_5352739,Sanduiche,4,4.0,Nao Sabemos,,,2023-07-31
TXN_7387056,Suco,4,3.0,ERRO,Cartao de Credito,,2023-10-24
TXN_1927431,Cookie,1,1.0,1.0,Cartao de Credito,Loja,2023-02-07
TXN_3432433,Cookie,5,1.0,5.0,Dinheiro,Loja,2023-02-19
TXN_1130142,Cookie,1,1.0,1.0,Cartao de Credito,Loja,2023-03-13
TXN_6682443,Bolo,4,3.0,12.0,Carteira Digital,,2023-09-03
TXN_3279039,Bolo,4,3.0,12.0,Cartao de Credito,Loja,2023-06-26
TXN_6119612,,3,3.0,ERRO,Dinheiro,,2023-12-25
TXN_1295824,Cha,1,1.5,1.5,Cartao de Credito,,2023-08-01
TXN_8305936,Suco,3,3.0,9.0,Carteira Digital,Loja,2023-08-02
TXN_9550664,Salada,2,ERRO,10.0,,,2023-06-29
TXN_3808895,Salada,2,5.0,10.0,Dinheiro,Loja,2023-07-13
TXN_9843811,Suco,2,3.0,6.0,Cartao de Credito,,2023-03-01
TXN_6405258,Cha,2,1.5,3.0,Cartao de Credito,Entrega,2023-08-10
TXN_1224087,Cafe,5,2.0,10.0,Carteira Digital,Entrega,2023-03-20
TXN_7727118,Smoothie,5,4.0,20.0,Carteira Digital,Entrega,2023-11-04
TXN_8456072,Smoothie,1,4.0,4.0,,Loja,2023-07-11
TXN_8173006,Salada,3,5.0,15.0,,Entrega,2023-12-21
TXN_2769769,ERRO,5,5.0,25.0,Cartao de Credito,Loja,2023-04-01
TXN_8413949,Suco,1,3.0,3.0,Cartao de Credito,Loja,2023-10-14
TXN_7538763,Smoothie,1,4.0,,,Entrega,2023-11-18
TXN_6541110,Cookie,3,1.0,3.0,Dinheiro,Loja,2023-12-30
TXN_6264390,,2,4.0,8.0,Dinheiro,,2023-06-29
TXN_6814891,Cafe,1,2.0,2.0,Carteira Digital,Entrega,2023-06-26
TXN_9884180,Salada,1,5.0,5.0,Dinheiro,Entrega,2023-05-19
TXN_6424202,Cookie,2,Nao Sabemos,Nao Sabemos,Cartao de Credito,Loja,2023-11-20
TXN_6775024,Cafe,2,2.0,4.0,Dinheiro,Loja,2023-01-30
TXN_8540553,Bolo,1,3.0,3.0,,Loja,2023-07-13
TXN_6501361,Salada,5,5.0,25.0,Dinheiro,Loja,2023-01-17
TXN_5671997,Suco,3,,9.0,,Entrega,2023-09-03
TXN_4283360,Cafe,2,2.0,4.0,Cartao de Credito,Loja,2023-12-19
TXN_3956393,Cookie,4,1.0,4.0,Cartao de Credito,Loja,2023-01-14
TXN_1971103,Suco,4,3.0,12.0,,,2023-08-22
TXN_9576057,Cha,5,1.5,7.5,Carteira Digital,Entrega,2023-03-03
TXN_1435035,Smoothie,1,4.0,4.0,,Loja,2023-12-31
TXN_8111101,Sanduiche,5,4.0,20.0,Dinheiro,,2023-01-12
TXN_8323012,Cha,3,1.5,4.5,Cartao de Credito,,2023-12-17
TXN_9415451,Bolo,3,3.0,9.0,,Entrega,2023-01-04
TXN_7072883,Smoothie,1,4.0,4.0,Cartao de Credito,,2023-10-05
TXN_7455637,Suco,3,3.0,9.0,,Entrega,2023-04-23
TXN_3779292,Salada,2,5.0,10.0,Cartao de Credito,Loja,2023-12-30
TXN_2629420,Smoothie,2,4.0,8.0,,Entrega,2023-01-16
TXN_5848025,Cha,5,1.5,7.5,Cartao de Credito,Loja,2023-01-19
TXN_1452253,Sanduiche,2,4.0,,,,2023-05-12
TXN_4661976,Smoothie,3,4.0,12.0,Carteira Digital,,2023-10-13
TXN_4818703,Cookie,2,1.0,2.0,Carteira Digital,Entrega,2023-04-20
TXN_9849760,Bolo,2,3.0,6.0,,Entrega,2023-09-01
TXN_6387334,Smoothie,5,4.0,ERRO,Carteira Digital,Loja,2023-02-19
TXN_6431384,Suco,4,3.0,12.0,Carteira Digital,Loja,2023-08-06
TXN_2445017,Cha,5,1.5,7.5,,Entrega,2023-07-23
TXN_9202190,Sanduiche,,4.0,20.0,,Loja,2023-08-25
TXN_4695464,Cookie,4,1.0,4.0,,Entrega,Nao Sabemos
TXN_1486576,Sanduiche,4,4.0,16.0,,Entrega,2023-09-10
TXN_5530717,Suco,1,3.0,3.0,Cartao de Credito,Loja,2023-03-10
TXN_7490314,Cookie,2,1.0,2.0,,Loja,2023-05-14
TXN_1811734,Cafe,4,2.0,8.0,,,2023-07-16
TXN_3100053,Bolo,3,3.0,9.0,Dinheiro,Loja,2023-12-19
TXN_5812394,Salada,5,5.0,25.0,Dinheiro,,2023-10-17
TXN_6315475,Cafe,2,2.0,4.0,,,2023-09-23
TXN_5477578,Smoothie,,4.0,4.0,Carteira Digital,Entrega,2023-03-12
TXN_5373441,Salada,1,5.0,ERRO,,Loja,2023-06-02
TXN_1094145,Cookie,3,1.0,3.0,Cartao de Credito,,2023-03-15
TXN_8680875,ERRO,2,1.5,Nao Sabemos,Dinheiro,Entrega,2023-07-21
TXN_6504180,Smoothie,1,4.0,4.0,Carteira Digital,Loja,2023-08-31
TXN_6378045,Sanduiche,5,4.0,20.0,Carteira Digital,Loja,2023-05-07
TXN_4502704,Cha,4,1.5,6.0,Nao Sabemos,Loja,2023-04-04
TXN_6992967,Smoothie,5,4.0,20.0,Dinheiro,,2023-08-29
TXN_6266147,Suco,3,3.0,9.0,Cartao de Credito,Loja,2023-01-31
TXN_7499330,Cookie,1,1.0,Nao Sabemos,Cartao de Credito,Loja,2023-10-28
TXN_8815623,Cafe,2,2.0,4.0,Carteira Digital,Loja,2023-02-03
TXN_7632478,Suco,2,3.0,6.0,Carteira Digital,,2023-04-11
TXN_5431854,Cookie,3,1.0,3.0,,Loja,2023-01-18
TXN_3518789,Cafe,2,2.0,4.0,Carteira Digital,Entrega,2023-12-01
TXN_6162668,ERRO,4,5.0,20.0,Carteira Digital,,2023-03-30
TXN_4767006,Bolo,1,3.0,3.0,Dinheiro,Entrega,2023-08-23
TXN_2880409,Cha,4,1.5,6.0,Dinheiro,,2023-09-11
TXN_4277671,Cha,5,1.5,7.5,,Entrega,2023-08-21
TXN_8810601,Suco,2,3.0,6.0,Carteira Digital,,2023-08-18
TXN_6572164,Cookie,4,1.0,4.0,Cartao de Credito,Entrega,2023-01-15
TXN_6281959,,4,1.5,6.0,Nao Sabemos,Loja,2023-03-16
TXN_6714068,Cafe,1,Nao Sabemos,2.0,,,2023-02-17
TXN_2470532,ERRO,1,2.0,2.0,Carteira Digital,Loja,2023-01-21
TXN_6920323,Sanduiche,1,4.0,4.0,Cartao de Credito,,2023-06-10
TXN_6519486,Bolo,5,3.0,15.0,,,2023-02-05
TXN_7524971,Cha,4,1.5,6.0,Carteira Digital,Entrega,2023-09-05
TXN_4650447,Cha,1,1.5,1.5,Dinheiro,Nao Sabemos,2023-08-18
TXN_3928174,Cafe,3,2.0,6.0,,,2023-09-11
TXN_1475403,Cookie,1,1.0,,Dinheiro,Loja,
TXN_1700027,Smoothie,4,4.0,16.0,Carteira Digital,Loja,2023-06-04
TXN_2026084,ERRO,2,2.0,4.0,Dinheiro,Loja,2023-10-20
TXN_5942938,,3,3.0,9.0,Cartao de Credito,,2023-05-24
TXN_8813764,Cookie,Nao Sabemos,1.0,1.0,Cartao de Credito,Loja,2023-05-08
TXN_5202349,Cookie,4,1.0,4.0,,Loja,2023-11-27
TXN_2409052,Sanduiche,1,4.0,4.0,Cartao de Credito,Loja,2023-07-08
TXN_8528546,Bolo,3,3.0,9.0,Dinheiro,,2023-12-09
TXN_4849860,Cha,4,1.5,6.0,Cartao de Credito,Loja,2023-12-01
TXN_1840897,Nao Sabemos,1,Nao Sabemos,5.0,ERRO,,2023-06-03
TXN_7689696,ERRO,5,4.0,20.0,Carteira Digital,Entrega,2023-07-03
TXN_6905794,Salada,1,5.0,,Dinheiro,Entrega,2023-05-31
TXN_4469769,Salada,5,5.0,25.0,,Nao Sabemos,2023-08-15
TXN_9452261,Bolo,5,3.0,15.0,,,2023-11-29
TXN_7347515,Smoothie,3,4.0,12.0,ERRO,Entrega,2023-04-25
TXN_1940330,Cha,4,1.5,6.0,,Loja,2023-01-12
TXN_1576355,Cafe,4,2.0,8.0,,,2023-10-20
TXN_8615635,Nao Sabemos,ERRO,1.0,4.0,,Loja,2023-01-12
TXN_9511794,Cookie,1,1.0,1.0,Dinheiro,Entrega,2023-06-10
TXN_9024781,Smoothie,4,4.0,16.0,Dinheiro,Loja,2023-09-12
TXN_7771526,Suco,1,3.0,3.0,Dinheiro,Loja,2023-04-28
TXN_7070302,Salada,3,5.0,15.0,,Loja,2023-04-30
TXN_6511228,Salada,4,5.0,20.0,Cartao de Credito,Nao Sabemos,2023-11-01
TXN_5320512,Cha,5,1.5,7.5,,Loja,2023-04-25
TXN_2972777,Suco,4,ERRO,12.0,Cartao de Credito,,2023-04-08
TXN_8591813,Cafe,3,2.0,6.0,Dinheiro,Entrega,2023-10-31
TXN_4095768,Salada,5,5.0,25.0,Carteira Digital,Loja,2023-06-18
TXN_9107508,Cafe,1,2.0,2.0,,,2023-06-06
TXN_2791987,Smoothie,Nao Sabemos,4.0,4.0,Cartao de Credito,Nao Sabemos,2023-06-23
TXN_6045577,ERRO,3,2.0,6.0,Cartao de Credito,,2023-07-06
TXN_5534944,Cha,5,1.5,7.5,Cartao de Credito,Entrega,2023-01-26
TXN_7887682,Nao Sabemos,2,2.0,4.0,Cartao de Credito,Entrega,2023-06-17
TXN_5037517,Nao Sabemos,5,4.0,20.0,ERRO,Loja,2023-06-01
TXN_6805091,ERRO,2,4.0,8.0,Dinheiro,ERRO,2023-12-28
TXN_5839300,Bolo,1,3.0,3.0,Cartao de Credito,Nao Sabemos,2023-07-01
TXN_7801115,Cha,1,1.5,1.5,Dinheiro,,2023-12-18
TXN_4753853,,5,3.0,15.0,Cartao de Credito,Entrega,2023-05-07
TXN_7145259,Suco,2,3.0,6.0,Carteira Digital,Loja,2023-11-11
TXN_2817018,Sanduiche,3,4.0,12.0,Cartao de Credito,Entrega,2023-04-25
TXN_6762490,Suco,5,3.0,15.0,Dinheiro,ERRO,2023-05-03
TXN_9705872,Cookie,3,ERRO,3.0,,Loja,
TXN_6012446,Smoothie,4,4.0,16.0,Dinheiro,Entrega,2023-07-20
TXN_8936086,Sanduiche,4,4.0,16.0,,Loja,2023-11-27
TXN_4135134,Cookie,5,1.0,5.0,Cartao de Credito,Entrega,2023-08-11
TXN_7808032,Cookie,4,ERRO,4.0,,Entrega,2023-12-19
TXN_2212234,Suco,2,3.0,6.0,Dinheiro,Loja,2023-12-22
TXN_8611918,ERRO,3,5.0,15.0,Dinheiro,Entrega,2023-06-27
TXN_5115009,Bolo,4,3.0,12.0,,Entrega,2023-02-21
TXN_9827492,Cha,3,1.5,4.5,,,2023-07-13
TXN_6344003,Bolo,1,3.0,3.0,,,2023-12-22
TXN_1993155,Suco,1,3.0,3.0,,,2023-05-23
TXN_4566012,Cookie,5,1.0,5.0,Cartao de Credito,Entrega,2023-05-10
TXN_1030539,Bolo,3,3.0,9.0,,Entrega,2023-11-06
TXN_3830605,Cafe,ERRO,2.0,2.0,,Entrega,2023-12-07
TXN_5052515,Cha,,1.5,1.5,Dinheiro,Loja,2023-09-19
TXN_5125382,Cafe,1,2.0,2.0,Carteira Digital,Loja,2023-12-26
TXN_5015183,Bolo,2,3.0,6.0,ERRO,Loja,2023-08-29
TXN_1661068,Salada,3,5.0,15.0,Dinheiro,Entrega,2023-04-09
TXN_9549381,Suco,1,3.0,3.0,Carteira Digital,Loja,2023-11-23
TXN_7812084,Sanduiche,4,4.0,16.0,Dinheiro,Loja,2023-01-17
TXN_1694364,Sanduiche,3,4.0,12.0,,Entrega,2023-06-10
TXN_4191925,Cafe,2,2.0,4.0,,Nao Sabemos,2023-10-21
TXN_2258091,Suco,2,3.0,6.0,,Loja,2023-10-11
TXN_6482262,Suco,3,3.0,9.0,Cartao de Credito,,2023-05-13
TXN_1951166,Cha,2,1.5,,Cartao de Credito,ERRO,2023-08-28
TXN_4552615,Bolo,2,3.0,6.0,Dinheiro,Entrega,2023-04-09
TXN_6745856,Bolo,4,3.0,12.0,Dinheiro,Loja,2023-06-16
TXN_4898949,Salada,1,5.0,5.0,,Loja,2023-09-18
TXN_7027560,ERRO,5,1.5,7.5,,Loja,2023-10-05
TXN_9646000,ERRO,2,ERRO,Nao Sabemos,,Loja,2023-12-14
TXN_2338426,Cafe,2,2.0,4.0,,,2023-05-07
TXN_3369191,Cookie,5,1.0,5.0,Dinheiro,Entrega,2023-02-07
TXN_5551020,Sanduiche,2,4.0,ERRO,Cartao de Credito,,2023-01-31
TXN_9269683,Sanduiche,5,4.0,20.0,Carteira Digital,,2023-09-26
TXN_9287350,Smoothie,2,4.0,8.0,,Loja,2023-01-28
TXN_6541809,Cha,3,1.5,4.5,,,2023-05-01
TXN_4398750,Sanduiche,2,4.0,8.0,Dinheiro,Loja,2023-05-28
TXN_7493097,Bolo,,3.0,15.0,Cartao de Credito,Nao Sabemos,2023-11-04
TXN_9850541,Cookie,4,1.0,4.0,Dinheiro,Entrega,2023-09-02
TXN_4262142,Bolo,2,3.0,6.0,Dinheiro,Entrega,2023-01-02
TXN_7153313,Cha,1,1.5,1.5,Dinheiro,,2023-12-29
TXN_8581124,Salada,2,5.0,10.0,Cartao de Credito,,2023-05-08
TXN_3589218,Salada,2,5.0,10.0,Cartao de Credito,Loja,2023-06-21
TXN_7303515,Salada,4,5.0,20.0,Dinheiro,Loja,2023-05-29
TXN_2586183,Cookie,2,1.0,2.0,Dinheiro,,2023-09-04
TXN_2436779,Bolo,1,3.0,3.0,Cartao de Credito,Entrega,2023-05-24
TXN_4001763,Suco,3,3.0,9.0,,Entrega,2023-05-11
TXN_9317529,Suco,4,,12.0,Cartao de Credito,,2023-07-10
TXN_6974587,Salada,3,5.0,15.0,Dinheiro,ERRO,2023-06-16
TXN_4379467,Cha,Nao Sabemos,1.5,1.5,,,2023-06-16
TXN_2719734,Bolo,5,3.0,15.0,Carteira Digital,Loja,2023-05-22
TXN_2887332,Sanduiche,5,4.0,20.0,,,2023-11-16
TXN_8566668,Sanduiche,5,4.0,20.0,Carteira Digital,Loja,2023-02-12
TXN_8284384,Suco,2,3.0,6.0,Carteira Digital,Entrega,2023-06-05
TXN_2139240,Sanduiche,4,4.0,16.0,Carteira Digital,,2023-04-06
TXN_5454841,Cookie,5,1.0,5.0,,Entrega,2023-06-04
TXN_8104431,Cha,5,1.5,7.5,,Loja,2023-03-07
TXN_5141000,Smoothie,4,4.0,16.0,,Entrega,2023-06-16
TXN_2508499,Cha,3,1.5,4.5,Cartao de Credito,Loja,2023-02-22
TXN_4571510,Smoothie,3,4.0,12.0,Dinheiro,Entrega,2023-11-19
TXN_4742476,Cafe,2,2.0,4.0,Dinheiro,Loja,2023-10-27
TXN_8510436,Bolo,1,3.0,3.0,Carteira Digital,Loja,2023-07-19
TXN_7509630,Cookie,3,1.0,3.0,Dinheiro,Loja,2023-04-20
TXN_5276301,Bolo,3,3.0,9.0,Dinheiro,Nao Sabemos,2023-03-13
TXN_4977130,Sanduiche,1,4.0,4.0,Carteira Digital,Loja,2023-07-08
TXN_4293196,Cookie,,1.0,3.0,,Loja,2023-06-17
TXN_9284099,Bolo,2,3.0,6.0,Carteira Digital,Loja,2023-07-20
TXN_1900411,Salada,3,5.0,15.0,,,2023-09-24
TXN_7454416,Cha,1,1.5,1.5,Cartao de Credito,Entrega,2023-12-07
TXN_4178899,Cafe,2,2.0,4.0,,Entrega,2023-04-05
TXN_9027002,Smoothie,4,Nao Sabemos,16.0,Cartao de Credito,Entrega,2023-12-31
TXN_6587399,Smoothie,1,4.0,4.0,,Entrega,2023-08-08
TXN_7179013,Suco,5,3.0,15.0,Cartao de Credito,Loja,2023-05-06
TXN_7694559,Cookie,3,1.0,3.0,Dinheiro,Entrega,2023-05-05
TXN_4391496,Sanduiche,1,4.0,4.0,Dinheiro,,2023-02-20
TXN_5668193,Cafe,5,2.0,10.0,Dinheiro,Entrega,2023-08-14
TXN_1448501,Bolo,4,3.0,12.0,Cartao de Credito,Entrega,2023-09-10
TXN_7139869,Cha,1,1.5,1.5,Dinheiro,Loja,2023-06-22
TXN_6419668,Sanduiche,3,4.0,12.0,Cartao de Credito,Loja,2023-04-29
TXN_8810001,Smoothie,5,4.0,20.0,Carteira Digital,Entrega,2023-12-23
TXN_5647773,Salada,2,5.0,10.0,,Loja,2023-07-20
TXN_4439120,Cookie,2,1.0,2.0,Cartao de Credito,Loja,2023-03-31
TXN_4613510,Bolo,5,3.0,15.0,Cartao de Credito,Entrega,2023-02-16
TXN_7937275,Bolo,4,3.0,12.0,Cartao de Credito,ERRO,2023-09-18
TXN_7565052,Smoothie,5,4.0,20.0,,Loja,2023-06-18
TXN_2044375,Salada,1,5.0,5.0,Dinheiro,Entrega,2023-01-05
TXN_1772692,Smoothie,3,4.0,12.0,Dinheiro,,2023-09-05
TXN_6399545,Sanduiche,4,4.0,16.0,Cartao de Credito,Entrega,2023-03-22
TXN_2980279,,1,3.0,3.0,Carteira Digital,Entrega,2023-04-23
TXN_6286062,Cafe,1,2.0,2.0,Cartao de Credito,,Nao Sabemos
TXN_4049031,Cafe,5,2.0,10.0,Carteira Digital,,2023-08-22
TXN_1328968,Cha,1,ERRO,1.5,,Loja,2023-06-28
TXN_8549381,ERRO,5,4.0,20.0,Carteira Digital,,2023-02-06
TXN_2080228,Suco,1,3.0,3.0,,Loja,2023-06-21
TXN_7416880,Bolo,1,3.0,3.0,Cartao de Credito,Loja,2023-07-20
TXN_1360379,Cha,1,1.5,1.5,Cartao de Credito,Nao Sabemos,2023-08-23
TXN_9617454,Smoothie,1,4.0,4.0,Carteira Digital,Entrega,2023-08-22
TXN_6421446,Bolo,2,3.0,6.0,Dinheiro,Entrega,2023-09-17
TXN_6272674,Cafe,3,2.0,6.0,Dinheiro,,2023-09-12
TXN_6805882,Cookie,4,1.0,4.0,Dinheiro,Loja,2023-09-04
TXN_1475459,Cha,4,1.5,6.0,,Entrega,2023-11-09
TXN_2825812,Bolo,3,,9.0,Dinheiro,Entrega,2023-06-26
TXN_5380198,Bolo,3,3.0,9.0,Nao Sabemos,,Nao Sabemos
TXN_5398922,Salada,1,5.0,5.0,Dinheiro,Loja,2023-01-10
TXN_3458602,Bolo,2,3.0,6.0,Dinheiro,Loja,2023-11-18
TXN_6571440,Smoothie,2,4.0,8.0,,Entrega,2023-01-18
TXN_1368769,Cookie,3,1.0,3.0,Cartao de Credito,Entrega,2023-06-02
TXN_4343848,Cookie,5,1.0,5.0,Cartao de Credito,Entrega,2023-07-16
TXN_7656355,Sanduiche,3,4.0,12.0,Cartao de Credito,Entrega,2023-09-11
TXN_4434005,Cookie,1,1.0,1.0,Carteira Digital,Loja,2023-03-20
TXN_7975760,,3,3.0,9.0,Carteira Digital,Loja,2023-12-02
TXN_9177867,Cha,3,1.5,4.5,Carteira Digital,,2023-09-14
TXN_8158986,Cookie,5,1.0,5.0,,Loja,2023-12-10
TXN_9882625,Sanduiche,1,4.0,4.0,Dinheiro,Loja,2023-03-26
TXN_8937461,Cookie,5,1.0,5.0,Carteira Digital,,2023-12-22
TXN_2485272,Cha,4,1.5,6.0,Carteira Digital,Entrega,2023-06-30
TXN_4085337,Smoothie,3,4.0,12.0,,Loja,2023-10-25
TXN_6838802,Cafe,1,2.0,2.0,,Entrega,2023-08-29
TXN_2114182,Cookie,3,1.0,3.0,Carteira Digital,Nao Sabemos,2023-07-28
TXN_8417552,Cafe,1,2.0,2.0,ERRO,Entrega,2023-12-09
TXN_4126189,Cha,,1.5,1.5,Cartao de Credito,,2023-09-30
TXN_1892454,Suco,1,3.0,3.0,Nao Sabemos,,2023-07-19
TXN_9592941,Cha,5,1.5,7.5,Carteira Digital,Loja,2023-04-08
TXN_1063342,Sanduiche,5,4.0,20.0,,Loja,2023-01-13
TXN_4407203,Nao Sabemos,4,1.0,4.0,Dinheiro,Entrega,2023-08-21
